Pressure,Flow Rate,Temperature,Consumption Level,Material Type,Age,Maintenance History,Leak
68.17,16.75,11.28,208.64,HDPE,7,Good,0
39.87,38.09,17.74,904.54,PVC,23,Poor,1
59.81,37.14,33.37,307.84,HDPE,12,Good,0
53.55,22.11,32.41,331.48,PVC,19,Good,0
58.29,45.51,13.25,324.01,Cast Iron,6,Average,0
58.13,42.03,29.22,650.09,Steel,10,Poor,1
33.5,38.21,24.09,396.74,Cast Iron,17,Good,0
41.25,51.03,20.32,720.38,Cast Iron,49,Poor,1
46.98,67.19,5.84,987.14,Steel,36,Average,1
51.23,75.84,6.56,372.53,Cast Iron,37,Poor,1
75.61,36.44,16.26,461.25,Copper,9,Average,0
49.87,49.48,9.26,235.68,PVC,11,Good,0
61.79,44.92,21.0,122.43,Copper,23,Average,0
39.23,36.35,8.86,371.35,Steel,20,Average,0
78.58,40.99,26.51,292.32,Steel,29,Average,0
46.54,68.2,23.85,775.26,Cast Iron,12,Average,1
40.31,94.55,25.83,319.99,Copper,47,Poor,1
28.75,76.58,33.14,377.38,HDPE,26,Poor,1
15.37,51.37,27.46,958.77,PVC,15,Average,1
25.8,56.17,33.74,276.85,PVC,32,Poor,1
37.19,10.67,32.73,407.33,HDPE,24,Good,0
55.25,35.4,9.62,179.07,Cast Iron,23,Average,0
49.17,38.74,11.16,272.27,Steel,9,Good,0
30.33,20.21,20.47,332.99,Cast Iron,21,Average,1
16.74,34.74,27.93,369.56,PVC,22,Average,1
20.62,50.37,12.91,731.7,HDPE,19,Poor,1
47.03,57.19,25.13,578.46,Cast Iron,26,Poor,1
33.29,6.62,10.6,426.38,HDPE,8,Average,0
22.43,20.94,14.69,745.92,Steel,21,Average,1
23.28,86.97,15.13,397.36,PVC,11,Poor,1
56.9,50.34,17.78,234.03,PVC,36,Poor,1
20.61,67.92,29.29,586.27,Copper,19,Poor,1
62.93,16.97,8.62,107.18,PVC,29,Average,0
38.74,41.77,5.96,497.6,PVC,23,Good,0
66.08,38.36,7.23,142.44,HDPE,3,Average,0
16.91,72.67,20.6,528.1,PVC,40,Average,1
23.85,93.1,7.51,257.74,Copper,42,Poor,1
43.37,31.22,30.73,253.1,Cast Iron,6,Average,0
21.9,51.79,21.16,307.4,PVC,13,Poor,1
58.78,58.1,22.97,575.83,Cast Iron,21,Poor,1
52.62,34.6,19.22,461.57,PVC,5,Average,0
49.43,48.45,9.52,277.49,PVC,3,Good,0
55.8,59.34,25.48,427.52,Cast Iron,10,Poor,1
36.69,82.27,26.49,658.92,PVC,16,Average,1
25.74,55.93,20.64,355.81,PVC,32,Poor,1
34.28,79.95,7.55,547.27,Steel,29,Average,1
57.3,26.11,29.99,393.29,Copper,15,Average,0
42.58,51.76,21.13,918.54,Copper,26,Poor,1
32.53,10.15,26.68,396.3,Copper,9,Good,0
14.49,52.38,25.89,373.07,Cast Iron,29,Poor,1
42.72,86.8,32.74,956.48,PVC,31,Poor,1
35.45,83.37,18.07,588.26,Cast Iron,28,Average,1
33.0,49.18,33.25,161.73,HDPE,13,Good,0
68.9,10.62,18.02,116.06,PVC,20,Good,0
64.12,11.95,8.69,288.94,HDPE,6,Good,0
69.06,42.0,6.3,216.86,HDPE,21,Good,0
74.93,49.52,30.59,337.49,Cast Iron,14,Good,0
49.84,59.7,29.25,683.69,Steel,38,Poor,1
68.86,48.03,28.01,432.08,Cast Iron,20,Average,0
60.02,12.03,25.5,207.02,Steel,20,Good,0
49.33,87.09,22.61,539.36,HDPE,22,Poor,1
29.41,47.76,28.43,360.42,PVC,36,Average,1
53.84,12.32,25.52,116.32,PVC,28,Average,0
45.5,65.43,9.96,958.96,Cast Iron,39,Poor,1
24.7,33.51,21.78,802.68,PVC,36,Average,1
27.26,21.12,14.54,864.54,Cast Iron,42,Poor,1
24.02,31.4,20.3,735.92,Cast Iron,12,Average,1
59.38,45.42,9.21,235.15,Copper,45,Poor,1
67.3,14.76,9.48,218.44,HDPE,11,Average,0
51.16,36.43,28.81,462.98,HDPE,10,Average,0
48.01,40.2,25.39,406.5,Cast Iron,23,Average,0
75.62,27.13,12.42,99.79,Cast Iron,9,Average,0
20.91,42.91,22.51,801.68,Cast Iron,28,Average,1
50.7,27.08,33.28,351.91,Cast Iron,4,Average,0
48.52,7.18,31.61,197.01,Copper,30,Average,0
58.33,11.33,22.8,238.23,Cast Iron,25,Good,0
23.27,55.85,29.05,271.37,HDPE,19,Poor,1
48.44,55.57,18.64,407.15,PVC,46,Poor,1
55.81,8.93,8.15,340.37,HDPE,16,Good,0
76.14,12.25,25.8,125.47,PVC,21,Good,0
36.46,67.96,20.7,783.06,HDPE,43,Average,1
54.77,30.49,17.4,713.65,Steel,31,Average,1
10.43,26.04,26.29,640.88,PVC,23,Poor,1
34.44,27.17,28.43,494.7,Steel,9,Good,0
33.45,40.7,12.68,303.14,HDPE,26,Poor,1
50.12,36.41,9.77,74.44,Copper,4,Good,0
37.23,21.07,28.73,653.71,Cast Iron,46,Average,1
31.38,44.63,12.74,881.68,Cast Iron,50,Poor,1
61.37,40.04,31.44,171.8,HDPE,23,Average,0
79.94,27.02,27.97,351.23,PVC,19,Good,0
15.91,35.1,21.96,491.55,Cast Iron,39,Poor,1
33.14,52.05,31.59,268.65,Steel,23,Average,1
34.96,10.79,8.31,440.94,HDPE,23,Good,0
73.43,9.48,21.57,131.63,Copper,19,Average,0
50.56,26.31,19.99,930.1,Copper,34,Average,1
53.16,68.55,32.33,546.03,Cast Iron,20,Average,1
61.71,31.86,20.46,96.7,Copper,30,Good,0
74.91,48.28,26.14,313.31,Cast Iron,4,Average,0
49.38,42.73,19.17,98.59,Copper,6,Good,0
67.81,5.04,10.16,458.66,Cast Iron,6,Average,0
73.02,45.91,14.3,472.97,Cast Iron,14,Average,0
46.38,25.06,24.61,220.61,Copper,29,Average,0
55.27,41.61,14.72,292.66,Cast Iron,26,Good,0
59.07,82.51,23.94,235.83,PVC,14,Poor,1
42.98,35.86,28.19,411.99,Copper,21,Average,0
65.97,43.09,21.35,337.41,Cast Iron,16,Good,0
32.6,7.61,23.41,414.1,Copper,4,Good,0
32.98,67.38,15.18,954.78,HDPE,15,Poor,1
38.69,86.55,34.83,366.78,Steel,39,Average,1
42.39,17.08,33.09,309.54,HDPE,13,Average,0
41.8,90.7,27.11,331.82,Steel,49,Average,1
23.47,88.94,20.69,609.47,Cast Iron,13,Average,1
46.92,19.97,30.97,156.22,HDPE,5,Good,0
40.51,6.33,9.46,82.68,Steel,9,Good,0
46.94,12.4,10.27,53.34,Steel,6,Average,0
16.17,36.12,11.77,251.42,HDPE,36,Average,1
60.55,5.78,28.11,132.52,Steel,18,Average,0
38.39,29.25,9.82,261.77,Copper,5,Good,0
12.3,73.37,27.62,545.48,Steel,11,Average,1
76.63,45.34,13.89,318.69,Steel,5,Average,0
72.87,20.05,18.98,67.64,Steel,6,Good,0
36.11,24.22,7.02,280.83,Cast Iron,9,Average,0
75.81,14.44,12.33,85.03,HDPE,6,Average,0
65.88,11.75,30.73,478.6,Steel,9,Average,0
50.08,65.23,7.33,549.94,PVC,17,Poor,1
23.19,99.13,32.13,478.88,PVC,31,Poor,1
41.31,80.19,12.06,569.53,Steel,31,Average,1
57.98,60.3,11.05,324.39,Copper,18,Average,1
49.92,46.73,25.0,647.7,HDPE,37,Poor,1
58.69,33.03,25.77,222.6,Steel,19,Average,1
34.28,48.28,24.97,320.2,PVC,7,Good,0
59.0,48.7,23.67,457.07,Cast Iron,9,Average,0
55.39,12.53,15.39,463.3,Steel,17,Good,0
59.61,97.84,23.35,735.41,Steel,33,Average,1
32.45,71.37,22.06,939.79,Cast Iron,15,Average,1
79.0,28.06,33.29,251.82,Cast Iron,17,Good,0
65.67,11.21,7.73,458.75,Copper,15,Good,0
63.42,43.22,17.4,119.05,HDPE,27,Good,0
39.06,41.98,30.78,853.87,Copper,20,Poor,1
69.44,25.79,10.86,216.62,PVC,4,Average,0
36.61,44.72,25.48,231.7,Copper,26,Poor,1
36.3,98.03,23.89,427.75,PVC,23,Poor,1
40.92,81.68,32.06,592.04,Cast Iron,33,Poor,1
19.91,82.81,17.84,979.78,Copper,22,Poor,1
70.86,19.46,26.91,236.05,Cast Iron,6,Good,0
57.15,17.22,11.79,220.18,Copper,13,Average,0
53.88,35.88,11.1,367.85,Steel,15,Good,0
33.6,93.48,5.62,939.88,HDPE,30,Average,1
24.08,85.42,24.78,687.19,PVC,30,Poor,1
76.07,24.29,23.84,82.66,Copper,7,Average,0
49.12,54.9,30.89,305.99,HDPE,24,Average,1
45.95,69.36,30.18,560.11,PVC,37,Average,1
75.76,43.98,9.8,271.06,PVC,3,Average,0
60.94,31.4,26.37,442.47,Cast Iron,8,Good,0
12.64,71.77,19.78,787.14,Cast Iron,40,Average,1
72.16,34.48,20.83,445.46,PVC,8,Average,0
47.2,30.92,24.34,719.83,PVC,15,Poor,1
51.5,73.34,20.16,473.01,Steel,19,Poor,1
45.58,98.43,7.72,241.87,Steel,46,Average,1
48.97,90.93,19.16,842.24,Steel,41,Poor,1
48.9,63.94,21.48,908.57,Copper,10,Poor,1
40.19,94.37,20.03,362.29,PVC,25,Poor,1
38.24,65.03,10.37,389.27,Steel,30,Average,1
54.14,43.49,5.64,206.1,Cast Iron,10,Good,0
28.18,80.5,7.09,795.53,PVC,50,Average,1
41.13,74.06,6.72,225.16,Copper,44,Poor,1
38.99,37.2,5.67,247.37,Cast Iron,3,Average,0
48.47,43.13,27.05,480.35,HDPE,30,Average,1
22.87,66.3,22.99,377.4,Cast Iron,22,Poor,1
42.75,55.33,25.1,996.34,PVC,19,Poor,1
19.34,54.21,10.28,555.87,Cast Iron,49,Poor,1
20.76,31.92,5.95,502.61,Copper,26,Average,1
36.01,78.01,28.63,472.71,HDPE,41,Poor,1
54.21,42.39,11.21,73.41,Cast Iron,11,Good,0
43.28,46.14,20.94,176.52,HDPE,19,Good,0
73.12,31.26,9.76,108.78,HDPE,4,Average,0
39.36,42.23,19.08,217.46,Copper,1,Good,0
59.86,61.35,28.76,545.57,PVC,33,Poor,1
28.66,54.81,22.6,671.5,Copper,27,Average,1
77.01,5.35,11.44,381.41,Steel,24,Average,0
73.37,35.18,23.65,201.68,Cast Iron,24,Good,0
14.51,40.32,5.7,449.37,Cast Iron,31,Average,1
38.72,52.0,10.95,235.38,PVC,45,Average,1
11.17,73.68,13.52,259.58,Cast Iron,13,Poor,1
60.98,25.65,33.11,490.38,HDPE,13,Good,0
60.0,21.35,21.42,174.43,Copper,3,Average,0
50.76,73.3,12.85,984.95,Steel,11,Average,1
32.5,11.75,7.94,320.24,HDPE,8,Average,0
61.72,20.15,7.84,252.6,PVC,27,Good,0
56.68,28.42,32.34,407.76,Cast Iron,27,Average,1
47.75,40.71,6.81,236.51,PVC,2,Average,0
37.42,49.65,22.09,392.07,Copper,13,Average,0
74.35,13.42,32.24,325.6,Steel,22,Average,0
46.31,33.82,27.82,466.0,Cast Iron,14,Average,0
55.9,7.44,30.84,207.92,HDPE,30,Good,0
15.12,78.95,5.36,659.27,Cast Iron,44,Average,1
33.87,5.73,27.96,223.96,HDPE,19,Average,0
18.88,75.54,23.41,515.45,Copper,50,Average,1
39.27,40.31,10.44,846.28,Steel,19,Poor,1
49.13,17.25,31.49,250.07,Cast Iron,9,Good,0
46.56,63.05,21.18,802.1,Copper,31,Poor,1
23.74,54.96,7.69,655.57,PVC,41,Average,1
35.02,69.23,29.62,670.92,Copper,14,Poor,1
55.36,20.39,9.87,840.73,HDPE,22,Average,1
45.24,80.17,30.55,923.43,Cast Iron,31,Average,1
44.85,48.95,7.05,994.3,HDPE,48,Poor,1
47.28,16.43,5.39,116.01,Copper,6,Good,0
13.12,68.66,26.47,236.08,HDPE,37,Poor,1
46.31,41.71,32.42,108.08,Copper,1,Average,0
11.07,48.32,14.8,778.63,PVC,44,Average,1
53.52,62.12,17.54,578.82,Copper,30,Poor,1
12.6,69.96,29.66,913.94,Copper,46,Average,1
14.43,69.18,30.46,718.24,Steel,28,Poor,1
22.97,30.01,10.17,729.79,HDPE,23,Average,1
69.34,11.16,29.27,230.64,PVC,13,Good,0
30.67,71.51,11.71,334.12,Copper,20,Poor,1
42.01,24.56,13.07,228.66,HDPE,46,Poor,1
46.56,55.56,31.33,867.43,Cast Iron,32,Poor,1
51.52,70.06,14.51,568.8,Steel,31,Average,1
67.82,41.72,11.18,92.51,HDPE,19,Average,0
58.07,99.03,17.61,364.48,PVC,21,Average,1
25.94,28.95,22.93,547.33,Copper,23,Average,1
18.73,51.65,26.18,802.6,PVC,19,Poor,1
15.18,80.71,18.8,593.07,HDPE,14,Average,1
58.56,32.65,9.41,218.36,Copper,19,Good,0
50.11,42.74,30.5,260.43,HDPE,29,Average,0
53.81,27.82,30.89,374.07,Steel,28,Average,0
51.99,27.75,16.89,445.27,Steel,23,Average,0
32.81,89.43,12.25,917.08,Steel,43,Poor,1
65.5,23.79,13.39,116.82,Copper,18,Good,0
57.25,41.35,31.48,757.22,Copper,36,Average,1
28.83,21.11,29.64,668.88,Copper,28,Poor,1
33.82,81.87,30.48,731.86,Cast Iron,35,Poor,1
31.17,75.58,26.29,663.52,Copper,39,Poor,1
58.62,81.81,16.98,298.9,PVC,15,Poor,1
36.52,36.86,27.87,882.55,Copper,12,Poor,1
54.72,39.26,30.17,274.6,HDPE,24,Poor,1
76.98,24.42,23.93,247.43,Steel,24,Average,0
25.77,42.97,31.68,333.97,HDPE,21,Average,1
37.77,14.29,33.61,234.73,Steel,24,Good,0
37.42,49.98,19.07,77.2,Cast Iron,2,Good,0
43.92,23.75,6.99,77.64,Cast Iron,19,Average,0
54.18,34.87,33.22,341.87,Copper,27,Average,0
35.43,32.4,30.58,370.82,HDPE,7,Average,0
30.83,42.07,9.71,489.01,HDPE,29,Average,1
10.75,56.61,19.1,762.73,HDPE,11,Average,1
25.16,34.09,31.28,339.06,HDPE,28,Poor,1
69.41,15.66,30.26,181.18,HDPE,1,Average,0
56.26,97.22,7.42,348.59,HDPE,13,Average,1
56.67,8.29,19.44,247.75,Copper,6,Good,0
12.09,36.75,21.55,601.34,HDPE,10,Average,1
16.7,83.86,12.47,666.17,Copper,33,Poor,1
52.9,47.77,24.02,332.85,HDPE,31,Poor,1
76.67,26.15,25.31,63.67,Steel,29,Good,0
57.66,45.54,21.92,94.25,Copper,2,Good,0
13.54,67.75,27.33,394.29,Copper,39,Average,1
36.23,21.25,12.39,480.78,PVC,19,Average,0
49.64,75.89,30.66,527.37,Steel,22,Average,1
36.21,61.23,9.72,821.43,HDPE,48,Average,1
45.87,71.63,16.05,322.91,PVC,27,Poor,1
50.05,38.38,17.12,220.43,Copper,29,Poor,1
76.02,32.67,27.53,72.36,PVC,24,Good,0
48.95,41.51,32.16,249.1,PVC,25,Poor,1
40.72,27.68,25.07,264.71,Steel,20,Good,0
46.2,93.45,34.49,997.21,Cast Iron,11,Poor,1
53.92,7.07,8.91,439.06,PVC,11,Good,0
11.81,52.99,16.89,730.99,HDPE,14,Average,1
59.42,10.24,27.74,53.81,Cast Iron,29,Average,0
66.26,34.01,15.93,485.13,PVC,2,Average,0
34.37,46.95,24.32,390.82,Cast Iron,10,Poor,1
49.81,21.1,27.56,112.43,PVC,6,Average,0
52.72,31.04,27.87,461.83,HDPE,16,Good,0
59.97,48.04,20.62,260.75,PVC,30,Average,1
54.31,7.61,15.06,103.14,PVC,4,Good,0
46.79,73.21,30.64,487.33,HDPE,38,Average,1
43.29,26.02,6.85,165.32,Steel,23,Good,0
34.67,34.3,24.25,461.41,Cast Iron,33,Poor,1
30.23,68.03,15.89,447.8,Cast Iron,35,Average,1
39.7,44.8,33.42,141.81,Steel,13,Average,0
69.16,45.2,12.06,494.58,Copper,1,Good,0
44.38,21.92,19.15,721.48,PVC,48,Poor,1
14.61,77.13,8.64,783.58,Steel,44,Average,1
45.03,42.35,29.17,267.26,PVC,37,Poor,1
48.6,40.78,21.65,128.95,HDPE,15,Average,0
22.27,80.6,22.26,437.48,HDPE,19,Poor,1
33.33,88.42,24.55,257.54,Cast Iron,33,Poor,1
61.74,40.82,16.79,281.53,Copper,13,Good,0
53.1,82.45,13.83,200.09,HDPE,32,Poor,1
52.1,34.1,31.71,105.35,Copper,19,Good,0
26.11,64.27,29.91,678.37,Copper,19,Poor,1
19.71,37.63,17.82,770.72,PVC,25,Poor,1
24.61,20.14,24.42,619.1,Cast Iron,39,Average,1
50.78,35.52,26.37,91.95,HDPE,8,Average,0
49.75,93.85,20.0,911.08,Copper,15,Poor,1
67.75,17.02,15.33,389.67,PVC,16,Average,0
21.82,38.98,20.56,681.28,PVC,38,Average,1
45.1,26.85,11.08,668.47,Cast Iron,20,Poor,1
47.88,7.98,25.03,233.92,Cast Iron,20,Average,0
48.55,8.69,25.63,167.39,PVC,8,Good,0
18.07,78.34,7.44,925.34,Cast Iron,19,Poor,1
11.12,32.03,21.34,858.41,PVC,46,Poor,1
51.0,63.98,25.21,645.63,Cast Iron,20,Average,1
12.58,80.51,15.28,357.47,HDPE,45,Poor,1
40.98,47.45,34.23,396.71,Cast Iron,30,Good,0
70.06,22.76,13.7,129.54,Copper,30,Good,0
36.57,43.71,15.72,170.77,Copper,19,Average,0
30.77,14.88,31.78,184.58,Cast Iron,18,Average,0
59.97,14.86,32.41,207.99,HDPE,29,Average,0
25.01,48.76,29.51,682.49,Cast Iron,45,Average,1
53.58,65.39,34.83,342.23,HDPE,18,Poor,1
47.79,51.35,18.01,429.14,Cast Iron,19,Poor,1
76.74,12.62,26.82,258.09,Cast Iron,13,Good,0
36.75,75.21,13.74,581.78,HDPE,30,Poor,1
11.22,94.21,8.72,880.44,Copper,36,Poor,1
15.9,33.49,14.96,490.91,Steel,40,Average,1
16.77,60.39,22.02,636.05,Cast Iron,44,Average,1
54.62,37.33,12.05,367.66,Cast Iron,7,Average,0
14.87,67.31,11.27,850.62,HDPE,34,Average,1
25.28,20.84,24.69,716.48,Steel,17,Poor,1
70.52,30.45,15.63,438.26,Steel,15,Good,0
32.7,38.48,23.5,197.07,Steel,4,Good,0
62.45,37.63,12.89,55.34,HDPE,12,Average,0
25.33,94.52,5.77,431.62,Cast Iron,40,Average,1
28.28,66.09,25.52,289.34,Copper,29,Average,1
59.88,48.27,20.54,511.15,HDPE,30,Average,1
53.31,31.96,33.58,77.97,HDPE,17,Good,0
33.73,49.81,34.72,284.82,Cast Iron,27,Average,0
68.39,36.92,19.71,253.89,Steel,12,Good,0
20.26,68.01,8.85,399.62,Copper,34,Average,1
13.28,43.19,7.79,297.52,PVC,38,Poor,1
34.89,67.21,28.91,739.13,Cast Iron,28,Average,1
11.51,60.32,24.63,803.54,Cast Iron,42,Average,1
42.94,30.48,22.31,938.1,Cast Iron,36,Poor,1
33.31,27.61,9.04,792.93,HDPE,43,Average,1
22.97,24.85,15.43,714.04,HDPE,11,Poor,1
15.89,37.89,15.41,803.86,Copper,38,Poor,1
30.71,93.99,28.06,440.61,HDPE,31,Average,1
40.91,11.99,34.78,245.1,HDPE,3,Average,0
50.07,58.9,23.18,650.92,Copper,43,Average,1
31.33,7.5,9.74,232.34,Copper,26,Good,0
43.46,14.28,20.55,301.13,Steel,7,Average,0
64.68,21.05,23.17,227.47,Copper,8,Average,0
44.3,70.8,15.75,551.54,Cast Iron,47,Average,1
60.72,31.15,32.94,359.15,HDPE,16,Good,0
35.21,41.67,21.97,487.98,Steel,29,Average,0
32.22,53.74,16.0,297.91,Copper,31,Average,1
31.61,46.61,34.73,255.81,Steel,16,Good,0
41.93,85.56,13.0,659.62,Steel,15,Poor,1
70.02,46.65,22.47,380.69,Steel,14,Average,0
56.78,42.85,19.69,943.97,Copper,25,Poor,1
30.31,22.08,15.47,410.03,PVC,16,Average,0
67.72,21.44,8.45,416.61,PVC,11,Average,0
54.97,74.22,11.08,943.39,Cast Iron,27,Poor,1
52.12,33.79,5.87,202.46,Steel,8,Average,0
30.11,22.14,29.76,479.42,HDPE,8,Good,0
31.28,30.39,31.13,143.79,HDPE,13,Average,0
46.56,59.36,15.04,546.57,HDPE,36,Poor,1
12.67,79.24,34.13,389.84,Steel,43,Poor,1
22.91,64.97,12.68,814.93,HDPE,18,Poor,1
42.06,29.77,10.61,426.28,Steel,14,Average,0
19.27,53.93,8.57,233.82,PVC,40,Poor,1
62.68,21.78,27.31,480.66,Cast Iron,12,Good,0
12.26,97.23,26.03,981.71,PVC,14,Poor,1
78.89,47.35,14.42,136.15,PVC,5,Good,0
45.72,65.79,16.65,499.18,Cast Iron,14,Poor,1
57.29,20.24,29.46,112.6,Cast Iron,30,Average,0
19.87,20.19,24.37,351.37,Copper,31,Average,1
35.06,30.05,8.94,421.71,HDPE,9,Average,0
45.7,20.43,10.6,513.1,PVC,33,Average,1
74.02,36.36,16.72,217.9,HDPE,23,Good,0
24.52,63.55,23.58,508.94,HDPE,17,Average,1
72.24,38.88,32.18,424.69,Steel,23,Good,0
43.77,20.92,30.97,463.63,PVC,8,Average,0
58.78,48.25,29.78,420.22,Copper,24,Good,0
52.35,28.02,31.7,207.76,HDPE,29,Good,0
57.94,37.8,27.41,362.39,PVC,5,Good,0
61.08,33.03,19.18,249.02,Copper,2,Good,0
76.14,32.31,21.36,308.9,Steel,10,Good,0
79.95,18.67,29.34,267.55,Cast Iron,15,Good,0
57.4,12.7,10.11,359.67,Copper,23,Good,0
52.0,39.23,15.66,469.33,Steel,21,Average,0
40.16,59.49,21.82,246.31,PVC,15,Poor,1
32.53,35.33,14.48,351.56,Steel,11,Poor,1
65.59,42.84,6.77,416.73,PVC,15,Average,0
42.68,38.86,15.7,206.24,Copper,46,Average,1
21.99,88.1,22.96,379.72,HDPE,36,Poor,1
50.51,30.23,34.69,592.8,Steel,37,Average,1
57.49,69.11,30.32,695.41,Copper,26,Poor,1
28.48,96.05,31.52,920.75,PVC,34,Poor,1
58.5,7.95,31.42,277.07,Steel,15,Average,0
19.58,41.8,13.08,745.47,Steel,22,Average,1
59.25,41.77,24.86,298.89,Copper,20,Good,0
12.37,22.07,32.69,268.71,PVC,12,Average,1
75.85,10.14,5.2,166.06,Copper,17,Good,0
38.2,11.15,9.43,90.79,PVC,13,Average,0
27.24,64.07,26.18,462.36,Cast Iron,10,Average,1
54.98,93.92,29.9,433.19,Copper,33,Average,1
60.75,12.79,12.87,58.13,HDPE,10,Good,0
59.86,47.64,14.07,250.92,HDPE,36,Poor,1
37.39,28.32,34.8,62.41,PVC,14,Good,0
22.34,76.4,10.01,917.75,HDPE,50,Average,1
20.65,29.47,7.23,429.82,Cast Iron,40,Average,1
45.51,49.83,21.0,223.73,Cast Iron,20,Average,0
32.63,28.98,23.49,751.46,HDPE,43,Average,1
31.38,78.67,25.65,853.5,Copper,38,Average,1
47.94,23.28,10.56,93.82,Cast Iron,11,Good,0
60.16,28.16,12.76,144.01,HDPE,19,Good,0
26.0,96.52,8.05,617.59,HDPE,15,Average,1
62.79,13.53,8.58,243.18,PVC,8,Average,0
19.59,54.01,7.31,614.82,Cast Iron,28,Poor,1
38.05,40.51,28.01,131.2,Copper,10,Average,0
14.06,43.72,10.97,774.48,PVC,13,Poor,1
21.69,36.83,20.37,283.86,HDPE,25,Average,1
64.98,31.39,26.59,218.35,HDPE,1,Average,0
63.43,47.25,30.82,375.64,Steel,5,Average,0
44.11,7.11,5.13,312.25,PVC,27,Good,0
52.1,92.55,32.9,419.03,Copper,26,Average,1
50.38,77.44,28.89,442.46,Cast Iron,40,Poor,1
60.94,6.95,33.67,182.72,Copper,19,Good,0
72.52,31.45,7.21,126.35,Steel,11,Average,0
48.99,23.06,10.57,608.06,Steel,22,Poor,1
31.94,15.38,11.48,381.77,HDPE,25,Good,0
58.16,60.87,20.91,543.77,Steel,25,Poor,1
74.3,25.09,7.62,449.02,Steel,7,Good,0
33.01,41.36,9.05,234.32,Copper,15,Good,0
63.33,37.36,17.12,261.46,Copper,7,Good,0
49.38,27.25,10.84,778.97,Cast Iron,32,Poor,1
32.07,70.56,27.28,367.0,Steel,23,Average,1
67.77,48.82,14.43,481.44,Cast Iron,26,Average,0
42.6,42.88,22.79,974.43,HDPE,31,Average,1
18.85,81.66,5.66,376.05,Steel,24,Poor,1
14.88,31.64,24.21,207.02,Copper,44,Average,1
76.0,27.61,20.82,173.94,HDPE,13,Average,0
52.23,24.23,24.64,315.3,HDPE,42,Poor,1
32.52,43.92,16.41,476.07,Copper,28,Good,0
29.27,21.65,16.95,643.81,Steel,31,Average,1
58.38,27.32,32.46,128.11,Steel,7,Good,0
47.19,49.38,7.37,742.6,Copper,22,Poor,1
48.95,44.8,27.85,103.91,PVC,11,Average,0
62.0,21.18,5.77,112.29,PVC,4,Average,0
51.69,85.9,14.36,831.51,Steel,16,Average,1
59.18,33.84,19.88,101.34,Copper,28,Good,0
71.25,37.29,33.21,212.94,HDPE,6,Average,0
57.74,14.98,23.22,245.72,Copper,13,Average,0
49.91,31.27,7.05,462.72,Cast Iron,28,Average,0
62.11,22.39,16.28,145.38,HDPE,1,Average,0
38.46,37.33,11.09,330.86,Steel,19,Poor,1
19.28,35.93,11.35,850.49,HDPE,48,Poor,1
50.75,60.57,26.7,900.46,PVC,46,Poor,1
20.14,23.6,17.3,390.87,Cast Iron,11,Poor,1
67.78,48.18,33.76,204.01,Steel,15,Good,0
40.47,59.22,29.94,277.89,HDPE,18,Poor,1
64.76,20.76,19.74,209.21,HDPE,7,Average,0
30.64,87.95,11.33,844.52,PVC,13,Average,1
51.74,68.01,31.3,420.86,Cast Iron,14,Poor,1
67.31,20.33,30.86,315.32,HDPE,4,Good,0
77.43,41.9,20.76,464.84,HDPE,11,Good,0
41.53,28.03,13.74,424.53,Steel,8,Good,0
69.73,48.33,9.75,330.68,Steel,5,Good,0
74.49,6.47,31.71,294.85,PVC,13,Good,0
64.29,7.64,16.39,76.9,PVC,13,Good,0
65.2,34.5,33.86,257.26,Steel,16,Good,0
13.77,43.54,21.24,480.01,HDPE,38,Poor,1
48.48,30.97,22.86,156.63,Steel,14,Average,0
32.93,74.14,19.27,508.96,Copper,50,Poor,1
43.41,49.08,15.43,147.6,HDPE,12,Average,0
58.36,94.08,18.67,880.16,Cast Iron,10,Poor,1
72.38,33.01,8.81,479.46,PVC,29,Good,0
14.68,87.52,32.59,941.77,HDPE,12,Average,1
46.6,33.42,33.93,472.18,Cast Iron,44,Average,1
31.57,59.71,27.72,318.46,Copper,31,Average,1
14.44,48.59,28.48,930.4,Cast Iron,44,Poor,1
29.05,26.19,10.95,527.34,HDPE,24,Poor,1
31.74,84.27,32.69,217.22,Cast Iron,25,Poor,1
59.43,49.76,14.92,306.02,PVC,1,Average,0
69.91,25.88,30.78,225.81,Steel,14,Average,0
70.71,14.95,15.7,244.78,Cast Iron,29,Average,0
57.75,11.16,8.43,83.27,Copper,4,Good,0
46.2,27.57,27.64,53.71,Steel,17,Average,0
33.29,30.17,13.39,204.46,Steel,3,Good,0
42.09,39.12,26.16,365.79,PVC,6,Good,0
56.24,84.59,11.5,874.89,PVC,28,Average,1
35.34,92.67,21.21,675.97,PVC,49,Average,1
73.72,43.47,8.13,184.05,Cast Iron,2,Good,0
62.08,33.81,20.86,139.39,Cast Iron,28,Average,0
63.52,43.85,20.27,324.04,HDPE,3,Good,0
27.32,58.8,10.6,388.21,PVC,14,Poor,1
45.83,80.68,26.31,242.29,Steel,38,Poor,1
60.6,34.26,28.55,336.92,HDPE,26,Average,0
57.0,57.68,24.8,379.02,HDPE,44,Average,1
27.34,44.59,9.28,871.35,HDPE,33,Average,1
41.04,14.53,11.1,251.55,Cast Iron,28,Average,0
36.13,36.23,34.01,115.82,Copper,8,Good,0
56.3,40.78,9.73,251.55,Steel,24,Average,0
60.71,49.49,22.09,362.35,HDPE,1,Average,0
